streaming_movies,number_of_referrals,total_extra_data_charges,multiple_lines,total_revenue,paperless_billing,phone_service,total_charges,internet_service,tenure_in_months,age,streaming_tv,customer_id,state,gender,online_backup,online_security,internet_type,device_protection_plan,contract,monthly_charge,unlimited_data,married,streaming_music,payment_method,total_refunds,total_long_distance_charges,churn
1,1,50,0,10685.12,1,1,7679.65,1,72,51,1,6519-ZHPXP,California,Female,1,1,Fiber Optic,1,Two Year,108.3,0,1,1,Bank Withdrawal,36.13,2991.6,0
0,1,0,0,4581.97,1,1,2924.05,1,44,41,0,2408-PSJVE,California,Male,1,0,DSL,1,Month-to-Month,61.9,1,1,0,Credit Card,0.0,1657.92,0
0,0,0,0,825.65,1,1,708.2,1,9,28,0,8778-LMWTJ,California,Female,0,1,Fiber Optic,0,Month-to-Month,74.85,1,0,0,Bank Withdrawal,0.0,117.45,0
1,5,0,0,3785.16,1,1,3124.5,1,33,48,1,1644-IRKSF,California,Female,0,0,Fiber Optic,1,One Year,93.8,1,1,1,Bank Withdrawal,0.0,660.66,1
1,9,0,1,8054.55,1,1,5985.75,1,60,22,1,8785-CJSHH,California,Female,1,0,Fiber Optic,0,Month-to-Month,99.8,1,1,1,Bank Withdrawal,0.0,2068.8,0
1,10,0,0,1351.16,0,1,970.45,1,9,32,1,2018-PZKMU,California,Male,0,0,Fiber Optic,1,Month-to-Month,103.1,1,1,1,Bank Withdrawal,18.62,399.33,0
0,0,0,1,1676.33,0,1,980.35,0,34,54,0,3521-HTQTV,California,Male,0,0,,0,Two Year,26.1,0,0,0,Bank Withdrawal,0.0,695.98,0
1,0,0,0,8730.56,0,1,6129.2,1,72,46,1,6479-VDGRK,California,Female,1,1,Cable,1,Two Year,85.3,1,1,1,Bank Withdrawal,0.0,2601.36,0
1,6,0,0,4196.65,1,1,3023.85,1,32,29,0,4377-VDHYI,California,Male,1,1,Fiber Optic,0,One Year,90.8,1,1,1,Bank Withdrawal,0.0,1172.8,0
0,0,50,0,1254.64,1,1,892.7,1,18,30,0,5843-TTHGI,California,Female,0,0,DSL,1,Month-to-Month,50.0,0,0,0,Credit Card,0.0,311.94,0
0,6,0,0,4779.37,1,1,3221.25,1,63,37,0,5135-RDDQL,California,Female,0,1,DSL,0,Two Year,50.65,1,1,0,Bank Withdrawal,37.04,1595.16,0
1,0,0,1,8366.62,1,1,6398.05,1,69,59,0,7710-JSYOA,California,Female,1,0,Fiber Optic,0,Two Year,93.3,1,1,1,Bank Withdrawal,0.0,1968.57,0
1,0,40,1,3465.61,1,1,2494.65,1,24,48,1,8313-NDOIA,California,Female,1,0,Fiber Optic,1,Month-to-Month,104.15,0,0,1,Bank Withdrawal,0.0,930.96,0
1,0,0,1,3833.65,1,1,3019.25,1,32,67,1,5959-BELXA,California,Male,0,0,Fiber Optic,0,Month-to-Month,96.15,1,0,0,Credit Card,0.0,814.4,1
0,0,0,0,89.19,1,1,71.65,1,1,60,0,8380-PEFPE,California,Male,0,0,Fiber Optic,0,Month-to-Month,71.65,1,0,0,Bank Withdrawal,0.0,17.54,1
0,0,0,0,57.99,0,1,19.55,0,1,27,0,1029-QFBEN,California,Male,0,0,,0,Month-to-Month,19.55,0,0,0,Mailed Check,0.0,38.44,1
0,0,0,0,1010.15,1,1,927.15,1,20,35,0,3808-HFKDE,California,Female,0,0,Cable,0,Month-to-Month,44.35,1,0,0,Bank Withdrawal,0.0,83.0,0
0,1,0,1,7119.75,0,1,5102.35,1,72,62,0,0270-THENM,California,Male,1,1,DSL,1,Two Year,69.85,1,1,0,Bank Withdrawal,25.24,2042.64,0
0,0,0,0,5583.77,1,1,3729.75,1,41,62,1,7025-IWFHT,California,Male,1,0,Fiber Optic,0,One Year,89.55,1,0,0,Bank Withdrawal,0.0,1854.02,0
0,0,0,1,2501.72,1,1,1413.0,0,62,62,0,7608-RGIRO,California,Male,0,0,,0,Two Year,24.4,0,0,0,Credit Card,0.0,1088.72,0
0,3,0,0,2188.45,1,0,2188.45,1,50,20,1,7244-QWYHG,California,Male,0,1,DSL,0,One Year,44.45,1,1,0,Bank Withdrawal,0.0,0.0,0
0,0,0,1,2816.25,1,1,2094.9,1,35,48,0,6131-FOYAS,California,Male,0,1,DSL,1,Month-to-Month,59.6,1,0,0,Bank Withdrawal,0.0,721.35,0
0,0,0,0,443.98,1,1,162.3,0,8,23,0,7140-ADSMJ,California,Male,0,0,,0,Month-to-Month,20.45,0,0,0,Credit Card,0.0,281.68,0
0,1,0,1,1287.7,0,1,809.25,0,35,38,0,4896-CPRPF,California,Male,0,0,,0,Two Year,25.45,0,1,0,Bank Withdrawal,0.0,478.45,0
0,0,0,1,265.72,0,1,245.15,0,11,50,0,6674-KVJHG,California,Female,0,0,,0,One Year,25.2,0,0,0,Bank Withdrawal,0.0,20.57,0
0,0,0,0,269.84,1,1,260.9,1,3,77,1,6161-UUUTA,California,Male,0,0,Fiber Optic,0,Month-to-Month,79.9,1,0,0,Bank Withdrawal,0.0,8.94,1
0,0,0,1,2308.39,0,1,1203.95,0,48,63,0,2324-AALNO,California,Female,0,0,,0,One Year,24.55,0,0,0,Bank Withdrawal,36.04,1140.48,0
0,1,0,1,5152.99,1,1,3273.55,1,41,74,0,2479-BRAMR,California,Male,0,1,Fiber Optic,1,Month-to-Month,83.75,1,1,0,Bank Withdrawal,0.0,1879.44,1
0,5,0,0,1727.35,1,1,1611.0,1,25,46,0,0074-HDKDG,California,Male,1,1,Cable,1,One Year,61.6,1,1,0,Bank Withdrawal,44.9,161.25,0
1,1,0,1,6752.8,0,1,5438.95,1,57,77,0,2267-WTPYD,California,Female,1,0,Fiber Optic,1,Month-to-Month,94.0,1,1,0,Credit Card,0.0,1313.85,0
1,1,0,0,4103.9,1,0,4103.9,1,67,19,1,4111-BNXIF,California,Female,1,0,DSL,1,Two Year,59.55,1,1,1,Bank Withdrawal,0.0,0.0,0
0,8,0,0,64.89,1,1,20.2,0,1,32,0,6469-MRVET,California,Male,0,0,,0,One Year,20.2,0,1,0,Bank Withdrawal,0.0,44.69,0
1,0,0,1,7686.04,1,1,6590.5,1,62,44,1,7572-KPVKK,California,Male,0,0,Fiber Optic,1,Two Year,104.05,1,0,1,Bank Withdrawal,0.0,1095.54,0
1,0,0,1,5693.76,0,1,3921.3,1,43,50,1,8597-CWYHH,California,Male,0,0,Fiber Optic,0,One Year,94.35,1,0,1,Credit Card,0.0,1772.46,0
1,1,140,1,5702.89,1,1,4138.05,1,42,50,0,8019-ENHXU,California,Male,1,0,Fiber Optic,1,Month-to-Month,99.45,0,1,1,Bank Withdrawal,30.46,1455.3,1
1,0,0,0,1539.99,1,1,1120.95,1,12,64,1,4315-MURBD,California,Female,0,1,Cable,0,Month-to-Month,98.9,1,0,1,Bank Withdrawal,0.0,419.04,1
1,4,30,1,9804.61,1,1,7767.25,1,72,56,1,1320-GVNHT,California,Male,1,1,Fiber Optic,1,Two Year,108.4,0,1,1,Credit Card,0.0,2007.36,0
0,0,0,0,51.25,1,1,45.7,1,1,57,0,0887-HJGAR,California,Male,0,0,DSL,0,Month-to-Month,45.7,1,0,0,Mailed Check,0.0,5.55,1
0,0,0,0,1668.74,0,1,683.25,0,31,23,0,6447-EGDIV,California,Female,0,0,,0,One Year,20.95,0,0,0,Mailed Check,0.0,985.49,0
0,0,0,0,77.59,1,1,69.25,0,3,33,0,1179-INLAT,California,Male,0,0,,0,One Year,19.45,0,0,0,Credit Card,0.0,8.34,0
1,0,0,1,8417.44,1,1,7634.8,1,72,64,1,6749-UTDVX,California,Male,1,0,Fiber Optic,1,Two Year,103.65,1,0,1,Bank Withdrawal,0.0,782.64,0
1,8,0,0,1257.05,1,1,929.45,1,10,45,1,2657-VPXTA,California,Female,0,0,Fiber Optic,0,Month-to-Month,88.85,1,1,1,Bank Withdrawal,0.0,327.6,0
1,5,0,1,8491.47,0,1,6562.9,1,72,41,1,1775-KWJKQ,California,Male,1,1,DSL,1,Two Year,89.85,1,1,1,Credit Card,12.55,1941.12,0
0,0,0,0,748.67,0,1,255.35,0,12,26,0,8942-DBMHZ,California,Male,0,0,,0,Month-to-Month,20.45,0,0,0,Mailed Check,0.0,493.32,0
0,0,0,0,5500.54,1,1,3548.3,1,46,19,0,6572-ADKRS,California,Female,0,0,Fiber Optic,1,Month-to-Month,74.8,1,0,0,Credit Card,0.0,1952.24,0
0,6,0,0,355.82,0,1,210.65,0,9,45,0,3352-RICWQ,California,Female,0,0,,0,Two Year,19.75,0,1,0,Credit Card,0.0,145.17,0
0,0,30,0,773.25,1,1,688.65,1,10,69,0,1907-UBQFC,California,Male,1,0,Fiber Optic,0,Month-to-Month,72.85,0,0,0,Bank Withdrawal,0.0,54.6,1
1,6,0,1,4480.94,0,1,3574.5,1,43,64,1,5129-HHMZC,California,Female,1,1,Cable,0,Two Year,86.45,1,1,1,Credit Card,0.0,906.44,0
1,9,0,0,2803.55,1,1,1910.75,1,31,55,0,4003-OCTMP,California,Female,0,1,Cable,0,One Year,64.0,1,1,1,Bank Withdrawal,0.0,892.8,0
1,0,0,0,4136.4,1,0,4136.4,1,66,52,1,8404-VIOMB,California,Female,1,1,DSL,1,Two Year,62.5,1,0,1,Bank Withdrawal,0.0,0.0,0
0,0,0,0,1421.5,1,1,914.0,1,14,27,0,3677-TNKIO,California,Female,0,0,Fiber Optic,0,Month-to-Month,71.0,1,0,0,Credit Card,0.0,507.5,1
0,0,0,1,1817.02,1,1,964.9,1,18,73,0,1986-PHGZF,California,Male,1,1,DSL,0,Two Year,58.4,1,0,0,Credit Card,0.0,852.12,0
1,2,0,1,8416.93,1,1,5580.8,1,59,35,0,4194-WHFCB,California,Female,1,0,Fiber Optic,0,Month-to-Month,96.65,1,1,1,Bank Withdrawal,0.0,2836.13,0
1,0,0,1,1684.62,1,1,1148.1,1,12,39,1,7526-BEZQB,California,Male,0,0,Cable,0,Month-to-Month,96.05,1,0,1,Bank Withdrawal,0.0,536.52,1
1,9,0,1,8041.79,1,1,7806.5,1,69,29,1,6993-YGFJV,California,Male,1,1,Fiber Optic,1,Two Year,112.55,1,1,1,Bank Withdrawal,0.0,235.29,0
1,1,0,1,10598.23,1,1,8075.35,1,72,73,1,9866-OCCKE,California,Female,0,1,Fiber Optic,1,Two Year,109.75,1,1,0,Mailed Check,0.0,2522.88,0
1,0,130,0,5100.47,1,1,4532.3,1,43,47,1,5056-FIMPT,California,Female,1,1,Fiber Optic,0,One Year,106.0,0,0,1,Credit Card,0.0,438.17,0
0,9,0,1,3960.5,1,1,1748.55,0,65,25,0,2799-TSLAG,California,Female,0,0,,0,Two Year,25.3,0,1,0,Bank Withdrawal,0.0,2211.95,0
1,0,0,0,771.95,1,0,771.95,1,14,47,1,8645-KWHJO,California,Male,0,0,DSL,1,Month-to-Month,55.0,1,0,1,Bank Withdrawal,0.0,0.0,0
0,0,0,0,548.39,1,1,493.65,1,7,67,1,7351-KYHQH,California,Female,1,0,Cable,1,Two Year,64.95,1,0,0,Bank Withdrawal,0.0,54.74,0
1,0,30,1,6491.61,0,1,4149.45,1,51,55,0,5076-YVXCM,California,Male,0,0,Fiber Optic,0,Month-to-Month,83.4,0,0,1,Bank Withdrawal,29.76,2341.92,0
0,0,0,0,741.15,0,1,330.6,0,17,71,0,4933-IKULF,California,Female,0,0,,0,One Year,20.65,0,0,0,Mailed Check,0.0,410.55,0
1,7,0,0,7634.28,0,1,6155.4,1,72,24,1,9453-PATOS,California,Female,1,1,Cable,1,Two Year,85.1,1,1,1,Credit Card,0.0,1478.88,0
0,0,0,0,3660.43,1,1,1468.75,0,72,39,0,7606-BPHHN,California,Male,0,0,,0,Two Year,19.8,0,0,0,Credit Card,0.0,2191.68,0
0,0,0,0,46.4,0,0,46.4,1,2,34,0,4236-UJPWO,California,Female,0,0,DSL,0,Month-to-Month,24.5,1,0,0,Bank Withdrawal,0.0,0.0,0
1,1,0,1,8334.77,1,1,6256.2,1,59,63,1,9912-OMZDS,California,Female,1,0,Fiber Optic,1,One Year,106.15,1,1,1,Bank Withdrawal,0.0,2078.57,0
0,0,0,0,3630.04,1,1,3410.6,1,52,36,1,8777-PVYGU,California,Female,0,1,DSL,1,One Year,64.3,1,1,0,Mailed Check,0.0,219.44,0
0,0,0,0,115.4,1,1,69.6,1,1,68,0,2636-ALXXZ,California,Female,0,0,Fiber Optic,0,Month-to-Month,69.6,1,0,0,Bank Withdrawal,0.0,45.8,1
1,0,0,0,2400.53,1,1,1777.9,1,19,65,1,9190-MFJLN,California,Male,0,0,Fiber Optic,1,Month-to-Month,95.9,1,0,1,Credit Card,0.0,622.63,1
0,0,0,0,419.3,0,1,428.7,1,10,46,0,8095-WANWK,California,Female,0,0,DSL,0,Month-to-Month,45.25,0,0,0,Credit Card,44.9,35.5,0
0,0,0,1,6528.4,1,1,4297.6,1,52,43,0,5343-SGUBI,California,Female,1,0,Fiber Optic,0,One Year,80.2,1,0,0,Credit Card,0.0,2230.8,0
0,6,0,0,117.56,1,1,76.4,1,1,76,0,3296-SILRA,California,Female,1,0,Fiber Optic,0,Month-to-Month,76.4,1,1,0,Mailed Check,0.0,41.16,1
0,1,0,1,5007.63,1,1,3478.75,1,58,59,0,7670-ZBPOQ,California,Female,0,1,DSL,0,One Year,61.05,0,1,0,Bank Withdrawal,0.0,1528.88,0
1,0,0,0,6188.69,1,1,5969.3,1,71,33,1,4973-MGTON,California,Female,1,1,DSL,1,Two Year,84.4,1,1,1,Credit Card,0.0,219.39,0
0,1,0,1,3770.85,1,1,1514.85,0,64,62,0,1852-QSWCD,California,Male,0,0,,0,Two Year,24.8,0,1,0,Credit Card,0.0,2256.0,0
1,0,0,1,1582.68,1,1,1115.2,1,13,27,0,5889-LFOLL,California,Female,0,0,Fiber Optic,0,Month-to-Month,84.6,1,0,1,Bank Withdrawal,0.0,467.48,1
0,0,0,0,852.7,1,0,852.7,1,34,59,0,6345-HOVES,California,Male,0,0,Cable,0,Month-to-Month,25.05,1,0,0,Bank Withdrawal,0.0,0.0,0
0,0,0,0,153.2,1,1,74.2,1,2,34,0,3278-FSIXX,California,Female,0,0,Cable,0,Month-to-Month,45.25,1,0,0,Credit Card,0.0,79.0,0
1,1,0,1,4512.79,1,1,4226.7,1,61,37,0,0916-KNFAJ,California,Male,0,1,Cable,1,Two Year,69.9,1,1,1,Credit Card,0.0,286.09,0
1,9,30,1,7600.7,1,1,7188.5,1,70,50,1,7208-PSIHR,California,Female,0,0,Fiber Optic,1,Two Year,104.3,0,1,1,Bank Withdrawal,0.0,382.2,0
0,0,0,0,56.16,1,1,45.1,1,1,27,0,3926-CUQZX,California,Male,0,0,DSL,0,Month-to-Month,45.1,1,0,1,Bank Withdrawal,0.0,11.06,1
0,4,0,0,1009.25,0,0,1009.25,1,29,47,1,3016-KSVCP,California,Male,0,0,DSL,0,Month-to-Month,33.75,1,1,0,Credit Card,0.0,0.0,0
1,0,0,1,4097.1,1,1,2974.5,1,30,80,1,7748-UMTRK,California,Female,0,0,Fiber Optic,0,Two Year,101.3,1,0,1,Bank Withdrawal,0.0,1122.6,0
0,0,90,0,907.33,1,1,611.65,1,12,20,0,6789-HJBWG,California,Female,1,0,DSL,0,Month-to-Month,49.4,0,0,0,Bank Withdrawal,0.0,205.68,0
0,9,0,1,1042.04,1,1,767.9,1,9,22,1,2252-ISRNH,California,Male,0,0,Fiber Optic,1,One Year,90.35,1,1,0,Bank Withdrawal,0.0,274.14,0
1,1,150,1,6731.31,1,1,5508.35,1,56,21,1,2929-QNSRW,California,Female,1,0,Fiber Optic,0,One Year,98.25,0,1,1,Bank Withdrawal,0.0,1072.96,1
1,5,90,1,7222.51,1,1,6018.65,1,61,60,0,3096-WPXBT,California,Female,1,1,Fiber Optic,1,One Year,100.7,0,1,1,Credit Card,0.0,1113.86,0
0,0,0,0,771.16,0,1,760.05,1,11,51,0,2501-XWWTZ,California,Male,0,0,Fiber Optic,0,Month-to-Month,70.2,1,0,0,Bank Withdrawal,0.0,11.11,0
0,0,0,0,4313.32,0,1,2708.2,1,38,55,1,1154-HYWWO,California,Male,1,1,DSL,0,One Year,70.6,1,0,0,Credit Card,0.0,1605.12,0
1,0,0,0,398.96,1,1,319.6,1,4,24,0,8714-CTZJW,California,Female,0,0,Fiber Optic,1,Month-to-Month,82.85,1,0,1,Credit Card,0.0,79.36,0
1,0,0,0,4706.18,0,1,4424.2,1,46,73,1,4187-CINZD,California,Female,1,0,Fiber Optic,0,One Year,95.25,1,0,0,Credit Card,0.0,281.98,1
0,0,0,1,3553.25,0,1,1195.25,0,50,64,0,6292-TOSSS,California,Male,0,0,,0,Two Year,24.9,0,0,0,Bank Withdrawal,0.0,2358.0,0
0,1,0,1,1063.8,0,1,865.8,1,9,58,0,9940-HPQPG,California,Female,1,1,Fiber Optic,1,Month-to-Month,91.75,1,1,0,Bank Withdrawal,0.0,198.0,1
0,0,40,1,146.95,1,1,84.65,1,1,25,1,7503-ZGUZJ,California,Male,0,0,Fiber Optic,0,Month-to-Month,84.65,0,0,0,Mailed Check,0.0,22.3,1
1,1,0,1,5647.3,1,1,5435.6,1,58,37,0,5708-EVONK,California,Female,1,1,Fiber Optic,0,Month-to-Month,93.4,1,1,1,Bank Withdrawal,0.0,211.7,1
0,8,0,0,2452.31,1,1,1110.35,0,53,38,0,6518-PPLMZ,California,Male,0,0,,0,Two Year,19.4,0,1,0,Credit Card,0.0,1341.96,0
0,0,0,1,1313.05,1,1,818.05,1,10,46,0,4817-QRJSX,California,Female,1,0,Fiber Optic,0,Month-to-Month,81.0,1,0,0,Credit Card,0.0,495.0,1
1,0,0,0,100.94,1,1,59.55,1,1,20,0,2853-CWQFQ,California,Male,0,0,Cable,0,Month-to-Month,59.55,1,0,1,Credit Card,0.0,41.39,0
0,0,0,0,107.76,1,1,69.1,1,1,62,0,3716-BDVDB,California,Male,0,0,Fiber Optic,0,Month-to-Month,69.1,1,0,0,Bank Withdrawal,0.0,38.66,1
1,10,0,0,7285.75,1,1,5600.15,1,70,28,1,9477-LGWQI,California,Male,1,1,DSL,1,Two Year,80.15,1,1,1,Credit Card,0.0,1685.6,0
1,0,60,0,165.99,0,1,90.55,1,1,30,1,7294-TMAOP,California,Female,0,0,Fiber Optic,0,Month-to-Month,90.55,0,0,1,Bank Withdrawal,0.0,15.44,1
0,0,70,0,1970.46,1,1,1734.2,1,34,34,0,8148-BPLZQ,California,Male,1,0,Cable,0,Month-to-Month,49.8,0,0,0,Bank Withdrawal,0.0,166.26,0
0,10,0,0,73.38,0,1,55.7,1,1,61,0,2043-WVTQJ,California,Male,0,1,Cable,1,Month-to-Month,55.7,1,1,0,Credit Card,0.0,17.68,0
1,5,0,1,8008.18,1,1,5661.7,1,72,35,0,9488-FVZCC,California,Female,1,1,DSL,1,Two Year,79.5,1,1,1,Bank Withdrawal,0.0,2346.48,0
0,5,0,1,7902.78,1,1,5974.3,1,68,30,1,7691-XVTZH,California,Female,0,0,Fiber Optic,1,Two Year,89.95,1,1,0,Bank Withdrawal,0.0,1928.48,0
1,0,0,1,2558.81,1,1,1816.75,1,22,32,0,5934-RMPOV,California,Female,0,0,Fiber Optic,0,Month-to-Month,84.75,1,0,1,Bank Withdrawal,0.0,742.06,0
0,0,0,0,953.85,0,1,498.25,1,10,44,0,8229-MYEJZ,California,Female,1,0,DSL,0,Month-to-Month,51.2,1,0,0,Bank Withdrawal,0.0,455.6,0
0,0,30,1,2388.42,1,1,1879.25,1,20,50,1,5626-MGTUK,California,Female,0,1,Fiber Optic,0,Month-to-Month,89.1,0,0,0,Bank Withdrawal,15.43,494.6,0
0,0,0,0,57.69,0,1,51.25,1,1,58,0,9564-KCLHR,California,Male,0,0,DSL,0,Month-to-Month,51.25,1,0,0,Mailed Check,0.0,6.44,1
0,1,0,0,80.88,1,1,69.8,1,1,34,0,5134-IKDAY,California,Female,0,0,Fiber Optic,0,Month-to-Month,69.8,1,1,0,Bank Withdrawal,0.0,11.08,1
0,0,0,1,3723.51,0,1,2347.85,1,37,42,1,7032-LMBHI,California,Female,0,1,Cable,0,One Year,64.65,1,0,0,Bank Withdrawal,0.0,1375.66,0
1,8,0,1,9538.96,1,1,7472.15,1,71,52,1,5569-IDSEY,California,Male,1,0,Fiber Optic,1,One Year,105.7,1,1,1,Bank Withdrawal,0.0,2066.81,0
1,3,0,1,8470.78,0,1,7511.3,1,68,40,1,2632-IVXVF,California,Female,0,1,Fiber Optic,1,Two Year,111.75,1,1,1,Credit Card,0.0,959.48,0
0,0,0,0,463.69,0,1,246.25,0,12,38,0,3750-RNQKR,California,Female,0,0,,0,Month-to-Month,19.45,0,0,0,Credit Card,0.0,217.44,0
0,1,0,0,124.22,1,1,80.55,1,1,25,1,0318-QUUOB,California,Male,0,0,Fiber Optic,0,Month-to-Month,80.55,0,1,1,Bank Withdrawal,0.0,43.67,1
0,0,0,0,2779.08,0,1,1356.3,0,69,67,0,7515-LODFU,California,Male,0,0,,0,Two Year,20.3,0,0,0,Credit Card,0.0,1422.78,0
0,1,0,1,5161.71,0,1,1753.0,0,71,61,0,9153-BTBVV,California,Female,0,0,,0,Two Year,25.0,0,1,0,Bank Withdrawal,0.0,3408.71,0
0,0,0,1,4654.02,0,1,3213.75,1,39,54,0,9762-YAQAA,California,Male,1,0,Fiber Optic,0,One Year,81.4,1,0,0,Credit Card,0.0,1440.27,0
0,7,0,1,3201.33,0,1,1679.25,0,72,62,0,8165-ZJRNM,California,Female,0,0,,0,Two Year,23.75,0,1,0,Bank Withdrawal,0.0,1522.08,0
0,0,0,0,884.15,1,1,824.75,1,11,20,0,1428-GTBJJ,California,Male,1,0,Fiber Optic,0,Month-to-Month,74.55,1,0,0,Bank Withdrawal,0.0,59.4,1
0,5,0,1,3280.64,0,1,1728.2,0,68,47,0,2072-ZVJJX,California,Male,0,0,,0,Two Year,25.25,0,1,0,Bank Withdrawal,0.0,1552.44,0
0,5,0,1,6908.29,1,1,5420.65,1,69,53,0,6670-MFRPK,California,Male,0,0,Fiber Optic,1,Two Year,79.2,1,1,0,Credit Card,0.0,1487.64,0
0,9,0,1,2157.11,1,1,993.15,0,43,59,0,0804-YGEQV,California,Female,0,0,,0,One Year,24.45,0,1,0,Bank Withdrawal,41.33,1205.29,0
1,1,0,1,6892.73,1,1,5118.95,1,47,43,1,4566-GOLUK,California,Male,0,0,Fiber Optic,1,Month-to-Month,107.35,1,1,1,Bank Withdrawal,0.0,1773.78,1
0,0,0,0,5463.84,1,1,3882.3,1,43,19,0,9386-LDCZR,California,Male,1,1,Fiber Optic,1,One Year,90.65,1,0,0,Credit Card,0.0,1581.54,0
0,0,0,0,1654.95,0,1,1023.95,0,50,36,0,2817-LVCPP,California,Female,0,0,,0,Two Year,19.4,0,0,0,Credit Card,0.0,631.0,0
0,0,0,0,67.63,1,1,39.85,0,2,28,0,3007-FDPEA,California,Female,0,0,,0,Month-to-Month,20.7,0,0,0,Bank Withdrawal,0.0,27.78,0
0,0,0,1,626.11,1,1,585.95,1,8,66,0,8808-ELEHO,California,Male,0,0,Fiber Optic,1,Month-to-Month,81.25,1,0,0,Bank Withdrawal,0.0,40.16,1
1,0,0,1,5877.95,1,1,5347.95,1,50,66,1,8152-UOBNY,California,Female,1,0,Fiber Optic,0,One Year,106.8,1,0,0,Bank Withdrawal,0.0,530.0,0
0,0,0,0,890.76,1,1,386.5,0,19,62,0,6746-WAUWT,California,Male,0,0,,0,One Year,19.7,0,0,0,Credit Card,0.0,504.26,0
0,0,0,0,37.32,0,1,33.7,0,2,33,0,0188-GWFLE,California,Male,0,0,,0,Month-to-Month,20.05,0,0,0,Credit Card,0.0,3.62,0
0,0,0,1,1596.15,1,1,1505.15,1,28,37,0,2155-AMQRX,California,Female,0,0,Cable,0,Month-to-Month,54.9,1,0,0,Credit Card,0.0,91.0,0
1,10,0,0,9967.74,1,1,7291.75,1,71,54,1,4043-MKDTV,California,Male,1,0,Fiber Optic,1,Two Year,105.25,1,1,1,Bank Withdrawal,0.0,2675.99,0
1,0,150,1,5544.32,1,1,3759.05,1,39,79,1,3269-ATYWD,California,Male,0,0,Fiber Optic,0,Month-to-Month,95.65,0,0,0,Bank Withdrawal,0.0,1635.27,1
0,2,0,0,390.97,0,1,144.15,0,7,38,0,8314-HTWVE,California,Female,0,0,,0,Two Year,19.85,0,1,0,Credit Card,0.0,246.82,0
0,0,0,0,1093.14,0,1,815.5,1,11,41,0,4503-BDXBD,California,Male,1,0,Fiber Optic,0,Month-to-Month,74.95,1,0,0,Bank Withdrawal,0.0,277.64,1
0,0,10,0,123.32,1,1,70.45,1,1,42,0,0515-YPMCW,California,Male,0,0,Fiber Optic,0,Month-to-Month,70.45,0,0,0,Credit Card,0.0,42.87,1
0,0,0,1,202.37,1,1,145.15,1,2,20,0,3422-GALYP,California,Male,1,0,Fiber Optic,0,Month-to-Month,79.45,1,0,0,Bank Withdrawal,0.0,57.22,0
1,0,0,1,7353.07,1,1,6876.05,1,61,44,1,3090-HAWSU,California,Male,0,1,Fiber Optic,1,Two Year,111.6,1,0,1,Credit Card,0.0,477.02,1
1,1,80,1,9052.07,1,1,6586.85,1,60,48,1,6993-YCOBK,California,Male,0,1,Fiber Optic,1,Two Year,110.6,0,1,1,Bank Withdrawal,36.38,2421.6,0
0,0,0,0,1539.77,0,1,599.3,0,29,30,0,4716-MRVEN,California,Female,0,0,,0,One Year,20.0,0,0,0,Credit Card,0.0,940.47,0
0,0,0,0,1340.61,1,1,416.4,0,21,34,0,3623-FQBOX,California,Male,0,0,,0,Month-to-Month,19.95,0,0,0,Credit Card,0.0,924.21,0
1,0,0,1,1452.21,1,1,1299.1,1,13,29,1,5716-LIBJC,California,Female,1,0,Fiber Optic,1,One Year,104.15,1,0,1,Credit Card,2.76,155.87,0
0,0,0,0,844.58,1,1,470.6,0,23,38,0,8204-TIFGJ,California,Female,0,0,,0,Month-to-Month,20.3,0,0,0,Bank Withdrawal,0.0,373.98,0
0,1,0,0,1242.7,0,1,608.5,0,30,57,0,7061-OVMIM,California,Female,0,0,,0,One Year,19.55,0,1,0,Bank Withdrawal,0.0,634.2,0
0,0,0,1,5801.87,0,1,4447.55,1,66,64,0,3948-KXDUF,California,Male,1,1,Cable,1,Two Year,68.75,1,0,0,Bank Withdrawal,0.0,1354.32,0
1,0,0,1,962.04,1,1,918.75,1,9,30,1,4445-ZJNMU,California,Male,1,0,Fiber Optic,0,Month-to-Month,99.3,1,0,1,Credit Card,0.0,43.29,0
0,0,0,0,29.85,1,0,29.85,1,1,36,0,7590-VHVEG,California,Female,1,0,DSL,0,Month-to-Month,29.85,1,1,0,Bank Withdrawal,0.0,0.0,0
1,0,0,1,2047.76,1,1,1581.2,1,16,66,1,8245-UMPYT,California,Female,0,0,Fiber Optic,0,Month-to-Month,96.4,1,0,0,Bank Withdrawal,47.2,513.76,1
0,0,0,1,3682.07,0,1,1809.35,0,72,80,0,0795-XCCTE,California,Male,0,0,,0,Two Year,25.4,0,0,0,Bank Withdrawal,0.0,1872.72,0
1,0,0,0,255.6,1,0,255.6,1,6,29,1,8124-NZVGJ,California,Female,0,0,Cable,0,One Year,49.25,1,0,1,Credit Card,0.0,0.0,0
0,0,0,0,480.8,1,1,274.35,1,5,24,0,3113-IWHLC,California,Male,0,1,DSL,1,Month-to-Month,55.8,1,0,0,Credit Card,0.0,206.45,0
0,0,0,0,1311.65,0,1,1010.0,1,15,26,0,4957-TIALW,California,Female,1,1,Cable,1,One Year,65.6,1,0,1,Credit Card,0.0,301.65,0
0,1,0,0,6860.65,1,1,4124.65,1,57,32,1,4188-PCPIG,California,Female,1,1,Cable,0,Two Year,70.35,1,1,0,Credit Card,0.0,2736.0,0
